GeneName,GN_Syn
KPNA6,KPNA6
AL049795.2,AL049795.2
TXLNA,TXLNA
CCDC28B,CCDC28B
AL049795.1,AL049795.1
IQCC,IQCC
DCDC2B,DCDC2B
TMEM234,TMEM234
EIF3I,EIF3I
MTMR9LP,MTMR9LP
FAM167B,FAM167B
LCK,LCK
RF00017,RF00017
RF00019,RF00019
HDAC1,HDAC1
MARCKSL1,MARCKSL1
AL109945.1,AL109945.1
TSSK3,TSSK3
FAM229A,FAM229A
BSDC1,BSDC1
GAPDHP20,GAPDHP20
AL356986.1,AL356986.1
LRRC37A12P,LRRC37A12P
RN7SL122P,RN7SL122P
AL033529.1,AL033529.1
ZBTB8B,ZBTB8B
ZBTB8A,ZBTB8A
ZBTB8OS,ZBTB8OS
RF00019,RF00019
RBBP4,RBBP4
SYNC,SYNC
AC114489.1,AC114489.1
KIAA1522,KIAA1522
YARS,YARS
S100PBP,S100PBP
FNDC5,FNDC5
HPCA,HPCA
TMEM54,TMEM54
RNF19B,RNF19B
AL031602.1,AL031602.1
AL355864.1,AL355864.1
AL355864.2,AL355864.2
AL020995.1,AL020995.1
AK2,AK2
RF00017,RF00017
AZIN2,AZIN2
AL662907.1,AL662907.1
TRIM62,TRIM62
AL662907.2,AL662907.2
AL662907.3,AL662907.3
ZNF362,ZNF362
AL513327.3,AL513327.3
A3GALT2,A3GALT2
AL513327.1,AL513327.1
PHC2,PHC2
MIR3605,MIR3605
RN7SKP16,RN7SKP16
AL513327.2,AL513327.2
TLR12P,TLR12P
ZSCAN20,ZSCAN20
AC115285.1,AC115285.1
CSMD2,CSMD2
HSPD1P14,HSPD1P14
HMGB4,HMGB4
CSMD2-AS1,CSMD2-AS1
RNA5SP42,RNA5SP42
C1orf94,C1orf94
AC115286.1,AC115286.1
MIR552,MIR552
SMIM12,SMIM12
GJB5,GJB5
GJB4,GJB4
AL121988.1,AL121988.1
GJB3,GJB3
GJA4,GJA4
AL122010.1,AL122010.1
DLGAP3,DLGAP3
AC114490.3,AC114490.3
AC114490.1,AC114490.1
AC114490.2,AC114490.2
TMEM35B,TMEM35B
ZMYM6,ZMYM6
ZMYM1,ZMYM1
RPL12P45,RPL12P45
EFCAB14P1,EFCAB14P1
AL590434.1,AL590434.1
SFPQ,SFPQ
RF00019,RF00019
ZMYM4,ZMYM4
RN7SL503P,RN7SL503P
RF00091,RF00091
RPL5P4,RPL5P4
ZMYM4-AS1,ZMYM4-AS1
RF00017,RF00017
KIAA0319L,KIAA0319L
AC004865.1,AC004865.1
NCDN,NCDN
AC004865.2,AC004865.2
TFAP2E,TFAP2E
PSMB2,PSMB2
C1orf216,C1orf216
CLSPN,CLSPN
AL354864.1,AL354864.1
AGO4,AGO4
AGO1,AGO1
AL139286.1,AL139286.1
AL139286.2,AL139286.2
AGO3,AGO3
AL138787.2,AL138787.2
AL138787.1,AL138787.1
TEKT2,TEKT2
ADPRHL2,ADPRHL2
COL8A2,COL8A2
TRAPPC3,TRAPPC3
MAP7D1,MAP7D1
RN7SL131P,RN7SL131P
THRAP3,THRAP3
UBE2V2P4,UBE2V2P4
SH3D21,SH3D21
EVA1B,EVA1B
AL591845.1,AL591845.1
STK40,STK40
LSM10,LSM10
RNU4-27P,RNU4-27P
OSCP1,OSCP1
SNORA63C,SNORA63C
MRPS15,MRPS15
CSF3R,CSF3R
FTLP18,FTLP18
AL596257.1,AL596257.1
AC117945.2,AC117945.2
AC117945.1,AC117945.1
GRIK3,GRIK3
AL031430.1,AL031430.1
MIR4255,MIR4255
RNU6-636P,RNU6-636P
AL353604.1,AL353604.1
RNA5SP43,RNA5SP43
RPS29P6,RPS29P6
LINC01137,LINC01137
ZC3H12A,ZC3H12A
MIR6732,MIR6732
MEAF6,MEAF6
MIR5581,MIR5581
SNIP1,SNIP1
FTH1P1,FTH1P1
AL034379.1,AL034379.1
DNALI1,DNALI1
GNL2,GNL2
AL513220.1,AL513220.1
RSPO1,RSPO1
C1orf109,C1orf109
CDCA8,CDCA8
EPHA10,EPHA10
RF00019,RF00019
ACTN4P2,ACTN4P2
AL929472.1,AL929472.1
MANEAL,MANEAL
AL929472.3,AL929472.3
YRDC,YRDC
C1orf122,C1orf122
MTF1,MTF1
AL929472.4,AL929472.4
AL929472.2,AL929472.2
INPP5B,INPP5B
RF00092,RF00092
RNU6-584P,RNU6-584P
RF00017,RF00017
SF3A3,SF3A3
RNU6-510P,RNU6-510P
FHL3,FHL3
UTP11,UTP11
POU3F1,POU3F1
AL139158.2,AL139158.2
AL139158.1,AL139158.1
MIR3659,MIR3659
AL139158.3,AL139158.3
LINC01343,LINC01343
AL513479.1,AL513479.1
RNU6-753P,RNU6-753P
LINC01685,LINC01685
AL354702.1,AL354702.1
AL354702.2,AL354702.2
RRAGC,RRAGC
AL139260.2,AL139260.2
AL139260.1,AL139260.1
MYCBP,MYCBP
GJA9-MYCBP,GJA9-MYCBP
GJA9,GJA9
RHBDL2,RHBDL2
RNU6-605P,RNU6-605P
RF00019,RF00019
EIF1P2,EIF1P2
AKIRIN1,AKIRIN1
NDUFS5,NDUFS5
MACF1,MACF1
RNU6-608P,RNU6-608P
RNA5SP44,RNA5SP44
AL356055.1,AL356055.1
AL442071.1,AL442071.1
HSPE1P8,HSPE1P8
BMP8A,BMP8A
OXCT2P1,OXCT2P1
PPIEL,PPIEL
PABPC4,PABPC4
AL365277.1,AL365277.1
SNORA55,SNORA55
HEYL,HEYL
AL035404.2,AL035404.2
NT5C1A,NT5C1A
HPCAL4,HPCAL4
PPIE,PPIE
AL035404.1,AL035404.1
RNU7-121P,RNU7-121P
BMP8B,BMP8B
OXCT2,OXCT2
AL033527.6,AL033527.6
AL033527.3,AL033527.3
AL033527.1,AL033527.1
AL033527.5,AL033527.5
AL033527.4,AL033527.4
TRIT1,TRIT1
RF00019,RF00019
MYCL,MYCL
AL033527.2,AL033527.2
RF00019,RF00019
MFSD2A,MFSD2A
AL663070.1,AL663070.1
CAP1,CAP1
PPT1,PPT1
AL512599.1,AL512599.1
RLF,RLF
RNU6-1237P,RNU6-1237P
TMCO2,TMCO2
AL050341.2,AL050341.2
ZMPSTE24,ZMPSTE24
AL050341.1,AL050341.1
COL9A2,COL9A2
AL031985.2,AL031985.2
SMAP2,SMAP2
AL031985.1,AL031985.1
AL031985.4,AL031985.4
ZFP69B,ZFP69B
AL031985.3,AL031985.3
AL603839.4,AL603839.4
ZFP69,ZFP69
AL603839.3,AL603839.3
EXO5,EXO5
AL603839.1,AL603839.1
AL603839.2,AL603839.2
ZNF684,ZNF684
AL356379.1,AL356379.1
GTF2F2P2,GTF2F2P2
RIMS3,RIMS3
AL031289.1,AL031289.1
NFYC-AS1,NFYC-AS1
NFYC,NFYC
MIR30E,MIR30E
MIR30C1,MIR30C1
KCNQ4,KCNQ4
RN7SL326P,RN7SL326P
CITED4,CITED4
AC119677.1,AC119677.1
AL391730.1,AL391730.1
UBE2V1P8,UBE2V1P8
CTPS1,CTPS1
SLFNL1-AS1,SLFNL1-AS1
SLFNL1,SLFNL1
SCMH1,SCMH1
RPL23AP17,RPL23AP17
AC093151.3,AC093151.3
AC093151.1,AC093151.1
FOXO6,FOXO6
AC093151.2,AC093151.2
RNA5SP45,RNA5SP45
EDN2,EDN2
HIVEP3,HIVEP3
AL445933.2,AL445933.2
AL445933.1,AL445933.1
AC119676.1,AC119676.1
HNRNPFP1,HNRNPFP1
AC114492.1,AC114492.1
GUCA2B,GUCA2B
GUCA2A,GUCA2A
FOXJ3,FOXJ3
AC096540.1,AC096540.1
RIMKLA,RIMKLA
AL513331.1,AL513331.1
ZMYND12,ZMYND12
PPCS,PPCS
CCDC30,CCDC30
AL445669.1,AL445669.1
TMSB4XP1,TMSB4XP1
RNU6-536P,RNU6-536P
AL445669.2,AL445669.2
PPIH,PPIH
AC098484.4,AC098484.4
AC098484.2,AC098484.2
YBX1,YBX1
CLDN19,CLDN19
P3H1,P3H1
C1orf50,C1orf50
AC098484.3,AC098484.3
AC098484.1,AC098484.1
TMEM269,TMEM269
SVBP,SVBP
ERMAP,ERMAP
AL512353.1,AL512353.1
ZNF691,ZNF691
AL512353.2,AL512353.2
AL512353.3,AL512353.3
ATP6V1E1P1,ATP6V1E1P1
SLC2A1,SLC2A1
ATP6V0CP4,ATP6V0CP4
SLC2A1-AS1,SLC2A1-AS1
AC099795.1,AC099795.1
RNU6-880P,RNU6-880P
RF00026,RF00026
AL161637.1,AL161637.1
FAM183A,FAM183A
EBNA1BP2,EBNA1BP2
MIR6733,MIR6733
CFAP57,CFAP57
RNA5SP46,RNA5SP46
TMEM125,TMEM125
C1orf210,C1orf210
TIE1,TIE1
MPL,MPL
AL139289.2,AL139289.2
CDC20,CDC20
ELOVL1,ELOVL1
MIR6734,MIR6734
MED8,MED8
AL139289.1,AL139289.1
SZT2,SZT2
SZT2-AS1,SZT2-AS1
MIR6735,MIR6735
HYI,HYI
HYI-AS1,HYI-AS1
PTPRF,PTPRF
AL451062.3,AL451062.3
KDM4A,KDM4A
KDM4A-AS1,KDM4A-AS1
ST3GAL3,ST3GAL3
AL451062.1,AL451062.1
RF00026,RF00026
AL451062.2,AL451062.2
MIR6079,MIR6079
SHMT1P1,SHMT1P1
ARTN,ARTN
AL357079.1,AL357079.1
IPO13,IPO13
AL357079.2,AL357079.2
DPH2,DPH2
ATP6V0B,ATP6V0B
B4GALT2,B4GALT2
CCDC24,CCDC24
SLC6A9,SLC6A9
AL139220.2,AL139220.2
AL139220.1,AL139220.1
KRT8P47,KRT8P47
RN7SL479P,RN7SL479P
KLF17,KLF17
AL356653.1,AL356653.1
KLF18,KLF18
AL359839.1,AL359839.1
RF00019,RF00019
OOSP1P1,OOSP1P1
AL035417.1,AL035417.1
AL035417.2,AL035417.2
DMAP1,DMAP1
ERI3,ERI3
ERI3-IT1,ERI3-IT1
RNU6-369P,RNU6-369P
RNF220,RNF220
MIR5584,MIR5584
TMEM53,TMEM53
ARMH1,ARMH1
RNU5F-1,RNU5F-1
RNU5D-1,RNU5D-1
KIF2C,KIF2C
AL592166.1,AL592166.1
RPS8,RPS8
SNORD55,SNORD55
SNORD46,SNORD46
SNORD38A,SNORD38A
SNORD38B,SNORD38B
SNORD38B,SNORD38B
RPS15AP11,RPS15AP11
BEST4,BEST4
PLK3,PLK3
TCTEX1D4,TCTEX1D4
BTBD19,BTBD19
PTCH2,PTCH2
RNU5E-6P,RNU5E-6P
AL136380.1,AL136380.1
EIF2B3,EIF2B3
RNA5SP47,RNA5SP47
CCNB1IP1P1,CCNB1IP1P1
PPIAP35,PPIAP35
MRPS17P1,MRPS17P1
HECTD3,HECTD3
UROD,UROD
ZSWIM5,ZSWIM5
OSTCP5,OSTCP5
LINC01144,LINC01144
HPDL,HPDL
MUTYH,MUTYH
TOE1,TOE1
TESK2,TESK2
PPIAP36,PPIAP36
CCDC163,CCDC163
MMACHC,MMACHC
PRDX1,PRDX1
HMGB1P48,HMGB1P48
AKR1A1,AKR1A1
AL355480.3,AL355480.3
AL355480.1,AL355480.1
NASP,NASP
AL355480.2,AL355480.2
AL355480.4,AL355480.4
CCDC17,CCDC17
GPBP1L1,GPBP1L1
RPS15AP10,RPS15AP10
AL604028.2,AL604028.2
TMEM69,TMEM69
IPP,IPP
AL604028.1,AL604028.1
AL603882.1,AL603882.1
MAST2,MAST2
TMA16P2,TMA16P2
PIK3R3,PIK3R3
AL358075.4,AL358075.4
AL358075.1,AL358075.1
AL358075.3,AL358075.3
AL358075.2,AL358075.2
TSPAN1,TSPAN1
AL672043.1,AL672043.1
POMGNT1,POMGNT1
LURAP1,LURAP1
RAD54L,RAD54L
LRRC41,LRRC41
UQCRH,UQCRH
NSUN4,NSUN4
AL122001.1,AL122001.1
FAAH,FAAH
FAAHP1,FAAHP1
LINC01398,LINC01398
DMBX1,DMBX1
AL136373.1,AL136373.1
MKNK1-AS1,MKNK1-AS1
KNCN,KNCN
MKNK1,MKNK1
MOB3C,MOB3C
ATPAF1,ATPAF1
NENFP1,NENFP1
TEX38,TEX38
EFCAB14-AS1,EFCAB14-AS1
EFCAB14,EFCAB14
AL593856.1,AL593856.1
CYP4B1,CYP4B1
CYP4Z2P,CYP4Z2P
AL731892.1,AL731892.1
CYP4A11,CYP4A11
CYP4A26P,CYP4A26P
CYP4A43P,CYP4A43P
CYP4A27P,CYP4A27P
CYP4A44P,CYP4A44P
CYP4X1,CYP4X1
CYP4Z1,CYP4Z1
AL450996.1,AL450996.1
CYP4A22-AS1,CYP4A22-AS1
CYP4A22,CYP4A22
MTND1P34,MTND1P34
LINC00853,LINC00853
PDZK1IP1,PDZK1IP1
TAL1,TAL1
AL135960.1,AL135960.1
STIL,STIL
CMPK1,CMPK1
LINC01389,LINC01389
FOXE3,FOXE3
FOXD2-AS1,FOXD2-AS1
FOXD2,FOXD2
AL356458.1,AL356458.1
RPL21P24,RPL21P24
ATP6V0E1P4,ATP6V0E1P4
LINC01738,LINC01738
TRABD2B,TRABD2B
AL691459.1,AL691459.1
AC096541.1,AC096541.1
AL356289.1,AL356289.1
AL356289.2,AL356289.2
CYP46A4P,CYP46A4P
SKINT1L,SKINT1L
AL356289.3,AL356289.3
AL109659.1,AL109659.1
SLC5A9,SLC5A9
AL109659.2,AL109659.2
AL109659.3,AL109659.3
SPATA6,SPATA6
PPP1R8P1,PPP1R8P1
RNU6-723P,RNU6-723P
AL356968.2,AL356968.2
RNU4-61P,RNU4-61P
AL356968.1,AL356968.1
AGBL4,AGBL4
BEND5,BEND5
AC099788.1,AC099788.1
AL590432.1,AL590432.1
AGBL4-IT1,AGBL4-IT1
AL390023.1,AL390023.1
ZNF859P,ZNF859P
AL645730.1,AL645730.1
MTND2P29,MTND2P29
ELAVL4,ELAVL4
AL583843.1,AL583843.1
AL592182.2,AL592182.2
AL592182.1,AL592182.1
AL596275.2,AL596275.2
AL592182.3,AL592182.3
AL596275.1,AL596275.1
HMGB1P45,HMGB1P45
FCF1P6,FCF1P6
DMRTA2,DMRTA2
AL049637.2,AL049637.2
FAF1,FAF1
AL049637.1,AL049637.1
RNU6-1026P,RNU6-1026P
PHBP12,PHBP12
MRPS6P2,MRPS6P2
CDKN2C,CDKN2C
MIR4421,MIR4421
MIR6500,MIR6500
C1orf185,C1orf185
RF00019,RF00019
CFL1P2,CFL1P2
LINC01562,LINC01562
RNF11,RNF11
AL162430.1,AL162430.1
AL162430.2,AL162430.2
TTC39A,TTC39A
TTC39A-AS1,TTC39A-AS1
EPS15,EPS15
AL671986.1,AL671986.1
RNU6-877P,RNU6-877P
AC104170.2,AC104170.2
AC104170.1,AC104170.1
RNU6-1281P,RNU6-1281P
CALR4P,CALR4P
OSBPL9,OSBPL9
GAPDHP51,GAPDHP51
SLC25A6P3,SLC25A6P3
RF00568,RF00568
NRDC,NRDC
AL050343.1,AL050343.1
AL050343.2,AL050343.2
MIR761,MIR761
TSEN15P2,TSEN15P2
RAB3B,RAB3B
RNA5SP48,RNA5SP48
AL445685.2,AL445685.2
RN7SL290P,RN7SL290P
TXNDC12,TXNDC12
AL445685.3,AL445685.3
KTI12,KTI12
AL445685.1,AL445685.1
TXNDC12-AS1,TXNDC12-AS1
BTF3L4,BTF3L4
ZFYVE9,ZFYVE9
RN7SL788P,RN7SL788P
AL139156.2,AL139156.2
AL139156.1,AL139156.1
PDCL3P6,PDCL3P6
AL139156.3,AL139156.3
DNAJC19P7,DNAJC19P7
ANAPC10P1,ANAPC10P1
CC2D1B,CC2D1B
AL513218.1,AL513218.1
PLA2G12AP1,PLA2G12AP1
ORC1,ORC1
PRPF38A,PRPF38A
TUT4,TUT4
AL591167.1,AL591167.1
EEF1GP7,EEF1GP7
GPX7,GPX7
SHISAL2A,SHISAL2A
COA7,COA7
NDUFS5P3,NDUFS5P3
RN7SL62P,RN7SL62P
ZYG11B,ZYG11B
RNU2-30P,RNU2-30P
RPS13P2,RPS13P2
RNU6-969P,RNU6-969P
ZYG11A,ZYG11A
AC099677.4,AC099677.4
ECHDC2,ECHDC2
AC099677.1,AC099677.1
AC099677.2,AC099677.2
SCP2,SCP2
MIR1273F,MIR1273F
MIR5095,MIR5095
MIR1273G,MIR1273G
AC099677.3,AC099677.3
AL445183.3,AL445183.3
TUBBP10,TUBBP10
PODN,PODN
AL445183.1,AL445183.1
HIGD1AP11,HIGD1AP11
SLC1A7,SLC1A7
AL445183.2,AL445183.2
AL606760.4,AL606760.4
CPT2,CPT2
AL606760.2,AL606760.2
C1orf123,C1orf123
AL606760.3,AL606760.3
MAGOH,MAGOH
AL606760.1,AL606760.1
LRP8,LRP8
AL355483.4,AL355483.4
AL355483.2,AL355483.2
AL355483.1,AL355483.1
AL355483.3,AL355483.3
LINC01771,LINC01771
AC119428.3,AC119428.3
AC119428.1,AC119428.1
AC119428.2,AC119428.2
SLC25A3P1,SLC25A3P1
DMRTB1,DMRTB1
GLIS1,GLIS1
RNU7-95P,RNU7-95P
NDC1,NDC1
RF00418,RF00418
AL049745.1,AL049745.1
YIPF1,YIPF1
DIO1,DIO1
HSPB11,HSPB11
LRRC42,LRRC42
HNRNPA3P12,HNRNPA3P12
LDLRAD1,LDLRAD1
TMEM59,TMEM59
AL353898.3,AL353898.3
TCEANC2,TCEANC2
MIR4781,MIR4781
AL353898.1,AL353898.1
AL353898.2,AL353898.2
AL357673.1,AL357673.1
CDCP2,CDCP2
AL357673.2,AL357673.2
CYB5RL,CYB5RL
MRPL37,MRPL37
SSBP3,SSBP3
SSBP3-AS1,SSBP3-AS1
AL161644.1,AL161644.1
AL035415.1,AL035415.1
AC099796.1,AC099796.1
AC099796.2,AC099796.2
HNRNPA1P63,HNRNPA1P63
ACOT11,ACOT11
FAM151A,FAM151A
AL590093.1,AL590093.1
MROH7,MROH7
MROH7-TTC4,MROH7-TTC4
TTC4,TTC4
PARS2,PARS2
TTC22,TTC22
AC096536.1,AC096536.1
LEXM,LEXM
DHCR24,DHCR24
AC096536.2,AC096536.2
DHCR24-DT,DHCR24-DT
AL590440.2,AL590440.2
TMEM61,TMEM61
AL590440.1,AL590440.1
BSND,BSND
PCSK9,PCSK9
USP24,USP24
MIR4422HG,MIR4422HG
GYG1P3,GYG1P3
MIR4422,MIR4422
AL603840.1,AL603840.1
GOT2P1,GOT2P1
MTCO2P34,MTCO2P34
RN7SKP291,RN7SKP291
RNU6-830P,RNU6-830P
RF00019,RF00019
LINC01755,LINC01755
LINC01753,LINC01753
PIGQP1,PIGQP1
AL353681.1,AL353681.1
AC119674.1,AC119674.1
AC119674.2,AC119674.2
RPSAP20,RPSAP20
LINC01767,LINC01767
PLPP3,PLPP3
RPL21P23,RPL21P23
RPL23AP85,RPL23AP85
AC099789.1,AC099789.1
PRKAA2,PRKAA2
FYB2,FYB2
AL360295.1,AL360295.1
C8A,C8A
C8B,C8B
AL161740.1,AL161740.1
DAB1,DAB1
AL390243.1,AL390243.1
RPS20P5,RPS20P5
DAB1-AS1,DAB1-AS1
HNRNPA1P6,HNRNPA1P6
RPS26P15,RPS26P15
AL445193.2,AL445193.2
AL445193.1,AL445193.1
AL357373.1,AL357373.1
OMA1,OMA1
AL035411.2,AL035411.2
RN7SL713P,RN7SL713P
TACSTD2,TACSTD2
AL035411.1,AL035411.1
MYSM1,MYSM1
AL136985.3,AL136985.3
JUN,JUN
LINC01135,LINC01135
AL136985.2,AL136985.2
AL136985.1,AL136985.1
AC105277.1,AC105277.1
LINC01358,LINC01358
PHBP3,PHBP3
AL592431.2,AL592431.2
AL592431.1,AL592431.1
HSD52,HSD52
AC093424.1,AC093424.1
FGGY,FGGY
MIR4711,MIR4711
AL035416.1,AL035416.1
HOOK1,HOOK1
CYP2J2,CYP2J2
RN7SL475P,RN7SL475P
C1orf87,C1orf87
PGBD4P8,PGBD4P8
AC097066.1,AC097066.1
LINC01748,LINC01748
AC099792.1,AC099792.1
NFIA,NFIA
NFIA-AS2,NFIA-AS2
AC096947.1,AC096947.1
NFIA-AS1,NFIA-AS1
AC099791.3,AC099791.3
AC099791.1,AC099791.1
TM2D1,TM2D1
AC099791.2,AC099791.2
PATJ,PATJ
RNU6-414P,RNU6-414P
RNU6-1177P,RNU6-1177P
LAMTOR5P1,LAMTOR5P1
RN7SL180P,RN7SL180P
MIR3116-1,MIR3116-1
MIR3116-2,MIR3116-2
PIGPP2,PIGPP2
RPS15AP7,RPS15AP7
L1TD1,L1TD1
AL162739.1,AL162739.1
RF00019,RF00019
KANK4,KANK4
RNU6-371P,RNU6-371P
USP1,USP1
DOCK7,DOCK7
AL451044.1,AL451044.1
ANGPTL3,ANGPTL3
AL138847.2,AL138847.2
AL138847.1,AL138847.1
AC103923.1,AC103923.1
ATG4C,ATG4C
AC099794.1,AC099794.1
AC099794.2,AC099794.2
LINC01739,LINC01739
AL162400.1,AL162400.1
AL162400.2,AL162400.2
AC096543.1,AC096543.1
LINC00466,LINC00466
RNA5SP49,RNA5SP49
AC096543.2,AC096543.2
RPSAP65,RPSAP65
FOXD3-AS1,FOXD3-AS1
FOXD3,FOXD3
MIR6068,MIR6068
RF00019,RF00019
AL049636.1,AL049636.1
ALG6,ALG6
ITGB3BP,ITGB3BP
EFCAB7,EFCAB7
RN7SL488P,RN7SL488P
RNU7-123P,RNU7-123P
DLEU2L,DLEU2L
RF02110,RF02110
RF02109,RF02109
RF02108,RF02108
RF02107,RF02107
RF02106,RF02106
RF02105,RF02105
PGM1,PGM1
RN7SL130P,RN7SL130P
ROR1,ROR1
AL161742.1,AL161742.1
CFL1P3,CFL1P3
RNU6-809P,RNU6-809P
RF00019,RF00019
ROR1-AS1,ROR1-AS1
AL445205.1,AL445205.1
UBE2U,UBE2U
RNU7-62P,RNU7-62P
CACHD1,CACHD1
MIR4794,MIR4794
RAVER2,RAVER2
JAK1,JAK1
AL606517.2,AL606517.2
AL606517.1,AL606517.1
LINC01359,LINC01359
SLC2A3P2,SLC2A3P2
AL357078.3,AL357078.3
RNU6-1176P,RNU6-1176P
MIR3671,MIR3671
MIR101-1,MIR101-1
AL357078.1,AL357078.1
AL357078.2,AL357078.2
MRPS21P1,MRPS21P1
AK4,AK4
RPS29P7,RPS29P7
DNAJC6,DNAJC6
AL139294.1,AL139294.1
COX6CP13,COX6CP13
RNU2-15P,RNU2-15P
LEPROT,LEPROT
LEPR,LEPR
AC119800.1,AC119800.1
AC097063.1,AC097063.1
AL513493.1,AL513493.1
RN7SL854P,RN7SL854P
PDE4B,PDE4B
AL590783.1,AL590783.1
RNU4-88P,RNU4-88P
SGIP1,SGIP1
MIR3117,MIR3117
AL139147.1,AL139147.1
TCTEX1D1,TCTEX1D1
INSL5,INSL5
WDR78,WDR78
AL592161.1,AL592161.1
MIER1,MIER1
SLC35D1,SLC35D1
C1orf141,C1orf141
RF00322,RF00322
AL133320.1,AL133320.1
IL23R,IL23R
RNU6-586P,RNU6-586P
RNU4ATAC4P,RNU4ATAC4P
AL389925.1,AL389925.1
IL12RB2,IL12RB2
SERBP1,SERBP1
RNU6-387P,RNU6-387P
LINC01702,LINC01702
RNU6-1031P,RNU6-1031P
AL590559.1,AL590559.1
RN7SL392P,RN7SL392P
HNRNPCP9,HNRNPCP9
GADD45A,GADD45A
GNG12,GNG12
RNU7-80P,RNU7-80P
GNG12-AS1,GNG12-AS1
AL157407.1,AL157407.1
DIRAS3,DIRAS3
ARL5AP3,ARL5AP3
WLS,WLS
CTBP2P8,CTBP2P8
MIR1262,MIR1262
RPS7P4,RPS7P4
COX6B1P7,COX6B1P7
ELOCP18,ELOCP18
AL139413.1,AL139413.1
RPE65,RPE65
DEPDC1,DEPDC1
AL138789.1,AL138789.1
DEPDC1-AS1,DEPDC1-AS1
TXNP2,TXNP2
AL035412.1,AL035412.1
AL033530.1,AL033530.1
AL691520.1,AL691520.1
LINC01707,LINC01707
AL512271.1,AL512271.1
LINC01758,LINC01758
LRRC7,LRRC7
SGO1P1,SGO1P1
RN7SL538P,RN7SL538P
PIN1P1,PIN1P1
AL158840.1,AL158840.1
LRRC40,LRRC40
RN7SL242P,RN7SL242P
SRSF11,SRSF11
AL353771.1,AL353771.1
ANKRD13C,ANKRD13C
HHLA3,HHLA3
AL158839.1,AL158839.1
CTH,CTH
RF00017,RF00017
AL354872.2,AL354872.2
AL354872.1,AL354872.1
CASP3P1,CASP3P1
LINC01788,LINC01788
AL513285.1,AL513285.1
PTGER3,PTGER3
AL031429.1,AL031429.1
AL031429.2,AL031429.2
ZRANB2-AS1,ZRANB2-AS1
ZRANB2,ZRANB2
MIR186,MIR186
ZRANB2-AS2,ZRANB2-AS2
AL358453.1,AL358453.1
NEGR1,NEGR1
AL354949.1,AL354949.1
AL359821.1,AL359821.1
NEGR1-IT1,NEGR1-IT1
GDI2P2,GDI2P2
RPL31P12,RPL31P12
RNU6-1246P,RNU6-1246P
AL583808.1,AL583808.1
AL583808.2,AL583808.2
AL583808.3,AL583808.3
AL732618.1,AL732618.1
KRT8P21,KRT8P21
RN7SKP19,RN7SKP19
LINC01360,LINC01360
LINC02238,LINC02238
RNA5SP50,RNA5SP50
AL591463.1,AL591463.1
RNU4ATAC8P,RNU4ATAC8P
LRRIQ3,LRRIQ3
FPGT,FPGT
FPGT-TNNI3K,FPGT-TNNI3K
TNNI3K,TNNI3K
AC093158.1,AC093158.1
AC105271.1,AC105271.1
LRRC53,LRRC53
ERICH3,ERICH3
ERICH3-AS1,ERICH3-AS1
AC135803.1,AC135803.1
CRYZ,CRYZ
TYW3,TYW3
AC133865.1,AC133865.1
AC099786.3,AC099786.3
AC099786.1,AC099786.1
LHX8,LHX8
AC099786.2,AC099786.2
RNU6-622P,RNU6-622P
SLC44A5,SLC44A5
AC093156.1,AC093156.1
RNU6-503P,RNU6-503P
AL096829.1,AL096829.1
AL137803.1,AL137803.1
ACADM,ACADM
DLSTP1,DLSTP1
RABGGTB,RABGGTB
SNORD45C,SNORD45C
SNORD45A,SNORD45A
SNORD45B,SNORD45B
MSH4,MSH4
ASB17,ASB17
AC092813.1,AC092813.1
AC092813.2,AC092813.2
ST6GALNAC3,ST6GALNAC3
AC103592.1,AC103592.1
AC104458.1,AC104458.1
TPI1P1,TPI1P1
RNU6-161P,RNU6-161P
LINC02567,LINC02567
ST6GALNAC5,ST6GALNAC5
MIR7156,MIR7156
AL035409.1,AL035409.1
PIGK,PIGK
AC113935.1,AC113935.1
AC093433.1,AC093433.1
AK5,AK5
AC095030.1,AC095030.1
RNU7-8P,RNU7-8P
AC118549.1,AC118549.1
RNA5SP20,RNA5SP20
RN7SL370P,RN7SL370P
USP33,USP33
ACTG1P21,ACTG1P21
MIGA1,MIGA1
RNA5SP21,RNA5SP21
AC138392.1,AC138392.1
NSRP1P1,NSRP1P1
HSPE1P25,HSPE1P25
NEXN-AS1,NEXN-AS1
NEXN,NEXN
FUBP1,FUBP1
DNAJB4,DNAJB4
GIPC2,GIPC2
AC103591.3,AC103591.3
AC103591.4,AC103591.4
AC103591.2,AC103591.2
RNU6-1102P,RNU6-1102P
AC103591.1,AC103591.1
RNA5SP22,RNA5SP22
RNFT1P2,RNFT1P2
MGC27382,MGC27382
PTGFR,PTGFR
AC096531.1,AC096531.1
RNA5SP23,RNA5SP23
IFI44L,IFI44L
IFI44,IFI44
AC104837.2,AC104837.2
AC104837.1,AC104837.1
ADGRL4,ADGRL4
PSAT1P3,PSAT1P3
AL353651.2,AL353651.2
AL353651.1,AL353651.1
AL353651.3,AL353651.3
ADH5P2,ADH5P2
AC099671.1,AC099671.1
AC098657.1,AC098657.1
AC098657.2,AC098657.2
AC098657.3,AC098657.3
HMGB1P18,HMGB1P18
AL606519.1,AL606519.1
HNRNPA1P64,HNRNPA1P64
AL596276.1,AL596276.1
AL596276.2,AL596276.2
AL136234.1,AL136234.1
LINC01781,LINC01781
MTND2P30,MTND2P30
